task,date,use_bmc,use_smoke,force external spec,passed_assertions,failed_assertions,original_lines,final_lines,llm_calls,llm_time,repair_time,Spec Defined,Exit Cause,output_name,smoke warnings,sem loop time,num. suggested fixes,total tokens
docs/data/BaierKatoen/bk_ex3_23.txt,2025-04-01 23:06:25.012505,True,False,True,15,1,29,34,2,10.42,1.73,True,finished iteration 1,final_results/run-0/bk_ex3_23/bmc_plus_spec/63.ucl,54321,26.49,3,
docs/data/BaierKatoen/bk_ex3_23.txt,2025-04-01 23:06:25.012505,True,False,True,16,0,35,34,2,5.77,1.32,True,uclid passed and no failed assertions,final_results/run-0/bk_ex3_23/bmc_plus_spec/63.ucl,,18.84,,
